CO_PROVA_CN;questao_1;questao_2;questao_3;questao_4;questao_5;questao_6;questao_7;questao_8;questao_9;questao_10;questao_11;questao_12;questao_13;questao_14;questao_15;questao_16;questao_17;questao_18;questao_19;questao_20;questao_21;questao_22;questao_23;questao_24;questao_25;questao_26;questao_27;questao_28;questao_29;questao_30;questao_31;questao_32;questao_33;questao_34;questao_35;questao_36;questao_37;questao_38;questao_39;questao_40;questao_41;questao_42;questao_43;questao_44;questao_45
199;D;A;D;B;D;E;D;A;C;C;B;B;D;A;C;E;A;B;E;E;C;C;A;E;C;B;D;C;B;B;B;D;E;C;D;C;C;B;D;E;D;D;B;C;C
199;D;C;E;D;C;D;A;D;B;C;C;B;A;C;C;B;E;E;C;B;C;C;D;E;C;E;A;A;A;A;C;D;D;E;E;C;D;D;E;D;C;C;B;C;E
199;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
199;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
199;C;C;A;B;B;E;E;D;C;E;E;E;A;E;B;B;E;B;C;C;D;C;B;E;A;A;B;C;E;E;C;D;A;E;D;B;E;B;C;D;E;C;A;E;E
199;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
199;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
199;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
199;E;A;C;C;A;A;C;C;B;B;C;E;D;C;D;D;A;C;B;D;B;E;C;A;A;B;D;E;C;A;C;B;E;E;C;E;D;A;D;C;E;B;C;B;B
199;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
199;D;A;D;C;A;A;E;D;B;B;D;B;D;A;C;E;A;D;E;C;D;D;B;C;A;C;A;C;A;B;D;C;D;E;E;A;E;C;D;D;D;A;B;C;E
