CO_PROVA_CN;questao_1;questao_2;questao_3;questao_4;questao_5;questao_6;questao_7;questao_8;questao_9;questao_10;questao_11;questao_12;questao_13;questao_14;questao_15;questao_16;questao_17;questao_18;questao_19;questao_20;questao_21;questao_22;questao_23;questao_24;questao_25;questao_26;questao_27;questao_28;questao_29;questao_30;questao_31;questao_32;questao_33;questao_34;questao_35;questao_36;questao_37;questao_38;questao_39;questao_40;questao_41;questao_42;questao_43;questao_44;questao_45
171;E;B;E;D;C;E;E;A;B;B;A;E;C;E;A;C;A;A;D;D;C;C;C;D;C;B;B;B;E;C;D;B;E;D;E;B;A;B;C;B;E;A;A;C;E
171;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
171;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
171;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
171;E;C;D;E;B;A;A;E;D;A;C;E;C;C;C;D;A;A;A;E;A;B;C;C;C;E;C;C;E;D;C;B;D;E;B;E;C;C;E;B;D;E;A;C;B
171;D;C;A;D;A;D;E;A;C;E;A;C;C;C;C;B;B;E;C;D;C;E;D;E;C;C;B;D;D;E;C;A;A;E;B;E;A;A;E;D;E;B;A;A;B
171;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
171;D;D;D;C;C;C;C;A;C;B;B;E;B;D;B;D;B;C;C;A;C;B;C;D;C;C;D;A;C;B;B;C;C;D;B;D;D;C;D;A;D;D;A;B;C
171;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
171;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
171;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
171;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
171;D;B;C;D;C;D;E;E;A;E;C;C;B;B;B;C;E;D;B;D;D;D;E;C;E;E;B;B;E;D;A;B;A;D;A;B;B;B;C;B;C;E;C;B;C
171;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
171;D;B;B;C;A;B;A;B;D;C;A;C;C;E;A;C;B;C;C;A;E;E;E;E;C;C;A;A;B;D;B;B;C;A;B;A;D;A;B;B;A;D;A;B;A
171;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
171;B;E;B;D;E;A;E;E;C;A;A;B;C;D;B;C;B;A;A;E;D;C;C;D;A;D;A;D;B;C;B;B;A;E;B;A;C;A;C;C;C;C;A;A;B
171;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
171;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
171;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
171;D;B;D;C;A;B;E;B;D;B;A;B;A;E;D;D;C;A;B;E;D;E;D;D;C;C;D;C;C;C;B;C;A;B;B;D;D;C;B;C;C;D;A;.;C
171;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
171;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
171;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
171;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
171;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
171;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
171;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
171;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
171;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
171;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
171;C;E;B;A;A;C;B;B;A;D;A;C;B;A;A;E;C;B;A;C;B;C;D;C;C;C;A;E;E;B;E;A;C;A;E;B;A;A;B;E;A;E;A;C;E
171;A;B;A;B;D;A;C;A;C;C;E;D;B;E;A;B;B;E;A;E;C;D;A;C;C;E;C;D;E;B;E;A;E;B;B;D;D;C;E;B;C;A;A;B;C
171;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
171;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
171;D;D;D;A;C;D;E;D;C;C;A;D;E;C;B;B;D;A;D;C;A;C;A;A;C;B;C;D;E;B;B;A;D;B;E;C;D;E;B;C;E;C;A;B;D
171;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
171;E;A;E;E;A;B;E;B;B;C;A;B;C;A;B;A;D;C;D;C;A;D;B;B;C;E;C;A;D;A;C;B;C;B;B;A;A;C;B;D;E;C;A;B;A
171;C;C;B;B;A;A;C;E;D;E;D;C;A;D;B;B;D;B;D;E;A;C;B;C;D;B;A;E;C;B;A;B;C;D;A;E;B;E;B;D;A;C;A;C;B
171;E;B;C;C;A;C;A;E;A;A;D;D;B;E;B;D;C;A;D;C;D;E;D;A;C;B;C;A;B;A;E;D;B;D;E;A;B;C;C;E;D;D;A;D;C
171;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
171;E;B;D;E;A;B;E;B;A;A;B;A;A;A;D;C;B;C;C;E;C;E;B;E;C;E;E;A;E;A;B;B;E;D;B;D;A;D;B;B;D;B;A;E;A
171;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;D;C;D;D;C;B;B;B;B;B;B;D;D;D;E;D;C;B;E;A;C;D;A;C;B
171;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
171;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
171;E;C;B;E;E;C;E;A;D;B;E;A;C;D;A;A;D;C;B;E;A;C;E;A;C;D;D;D;D;A;E;C;B;C;B;E;A;C;C;B;E;D;B;B;A
171;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
171;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.
