numero_questao,enunciado,alternativas,nu_param_B,gabarito
91,"A toxicidade de algumas substâncias é normalmente 
representada por um índice conhecido como DL50 (dose 
letal mediana). Ele representa a dosagem aplicada a 
uma população de seres vivos que mata 50% desses 
indivíduos e é normalmente medido utilizando-se ratos 
como cobaias. Esse índice é muito importante para 
os seres humanos, pois ao se extrapolar os dados 
obtidos com o uso de cobaias, pode-se determinar o 
nível tolerável de contaminação de alimentos, para que 
possam ser consumidos de forma segura pelas pessoas. 
O quadro apresenta três pesticidas e suas toxicidades. 
A unidade mg/kg indica a massa da substância ingerida 
pela massa da cobaia.
Pesticidas
DL50 (mg/kg)
Diazinon
Malation
1 000
Atrazina
3 100
Sessenta ratos, com massa de 200 g cada, foram 
divididos em três grupos de vinte. Três amostras de ração, 
contaminadas, cada uma delas com um dos pesticidas 
indicados no quadro, na concentração de 3 mg por 
grama de ração, foram administradas para cada grupo de 
cobaias. Cada rato consumiu 100 g de ração.
Qual(ais) grupo(s) terá(ão) uma mortalidade mínima de 
10 ratos?","A: O grupo que se contaminou somente com atrazina.; B: O grupo que se contaminou somente com diazinon.; C: Os grupos que se contaminaram com atrazina e 
malation.; D: Os grupos que se contaminaram com diazinon e 
malation.; E: Nenhum dos grupos contaminados com atrazina, 
diazinon e malation.",1.606,D
92,"Os medicamentos são rotineiramente utilizados pelo 
ser humano com o intuito de diminuir ou, por muitas vezes, 
curar possíveis transtornos de saúde. Os antibióticos são 
grupos de fármacos inseridos no tratamento de doenças 
causadas por bactérias.
Na terapêutica das doenças mencionadas, alguns desses 
fármacos atuam",A: ativando o sistema imunológico do hospedeiro.; B: interferindo na cascata bioquímica da inflamação.; C: removendo as toxinas sintetizadas pelas bactérias.; D: combatendo as células hospedeiras das bactérias.; E: danificando estruturas específicas da célula bacteriana.,1.11215,E
93,"Dispositivos eletrônicos que utilizam materiais de 
baixo custo, como polímeros semicondutores, têm sido 
desenvolvidos para monitorar a concentração de amônia 
(gás tóxico e incolor) em granjas avícolas. A polianilina 
é um polímero semicondutor que tem o valor de sua 
resistência elétrica nominal quadruplicado quando exposta 
a altas concentrações de amônia. Na ausência de amônia, 
a polianilina se comporta como um resistor ôhmico e a sua 
resposta elétrica é mostrada no gráfico.
Corrente (10–6 A)
Diferença de potencial (V)
6,0
5,0
4,0
3,0
2,0
1,0
1,0
0,5
1,5
2,0
2,5
3,0
O valor da resistência elétrica da polianilina na presença 
de altas concentrações de amônia, em ohm, é igual a","A: 0,5 × 100.; B: 2,0 × 100.; C: 2,5 × 105.; D: 5,0 × 105.; E: 2,0 × 106.",1.65616,E
94,"Pesquisadores conseguiram estimular a absorção de 
energia luminosa em plantas graças ao uso de nanotubos 
de carbono. Para isso, nanotubos de carbono “se 
inseriram” no interior dos cloroplastos por uma montagem 
espontânea, através das membranas dos cloroplastos. 
Pigmentos da planta absorvem as radiações luminosas, 
os elétrons são “excitados” e se deslocam no interior de 
membranas dos cloroplastos, e a planta utiliza em seguida 
essa energia elétrica para a fabricação de açúcares. 
Os nanotubos de carbono podem absorver comprimentos 
de onda habitualmente não utilizados pelos cloroplastos, 
e os pesquisadores tiveram a ideia de utilizá-los como 
“antenas”, estimulando a conversão de energia solar pelos 
cloroplastos, com o aumento do transporte de elétrons.
Nanotubos de carbono incrementam a fotossíntese de plantas. 
 Disponível em: http://lqes.iqm.unicamp.br. Acesso em: 14 nov. 2014 (adaptado).
O aumento da eficiência fotossintética ocorreu pelo fato 
de os nanotubos de carbono promoverem diretamente a",A: utilização de água.; B: absorção de fótons.; C: formação de gás oxigênio.; D: proliferação dos cloroplastos.; E: captação de dióxido de carbono.,0.81902,B
95,"A eletrólise é um processo não espontâneo de grande importância para a indústria química. Uma de suas 
aplicações é a obtenção do gás cloro e do hidróxido de sódio, a partir de uma solução aquosa de cloreto de sódio. 
Nesse procedimento, utiliza-se uma célula eletroquímica, como ilustrado.
Célula eletroquímica
Solução aquosa
de NaCl
Bateria
Ânodo de carbono
Diafragma de amianto
Produto secundário
Cl2 (g)
Cátodo de carbono
Dreno para solução
aquosa alcalina
e
e
e
e
+
+
-
-
SHREVE, R. N.; BRINK Jr., J. A. Indústrias de processos químicos. Rio de Janeiro: Guanabara Koogan, 1997 (adaptado).
No processo eletrolítico ilustrado, o produto secundário obtido é o",A: vapor de água.; B: oxigênio molecular.; C: hipoclorito de sódio.; D: hidrogênio molecular.; E: cloreto de hidrogênio.,1.66775,D
96,"Uma grande virada na moderna história da agricultura ocorreu depois da Segunda Guerra Mundial. Após a guerra, 
os governos haviam se deparado com um enorme excedente de nitrato de amônio, ingrediente usado na fabricação 
de explosivos. A partir daí as fábricas de munição foram adaptadas para começar a produzir fertilizantes tendo como 
componente principal os nitratos.
SOUZA, F. A. Agricultura natural/orgânica como instrumento de fixação biológica e manutenção do nitrogênio no solo: um modelo sustentável de MDL.  
Disponível em: www.planetaorganico.com.br. Acesso em: 17 jul. 2015 (adaptado).
No ciclo natural do nitrogênio, o equivalente ao principal componente desses fertilizantes industriais é produzido na 
etapa de",A: nitratação.; B: nitrosação.; C: amonificação.; D: desnitrificação.; E: fixação biológica do N2.,1.61043,A
97,"Um fato corriqueiro ao se cozinhar arroz é o 
derramamento de parte da água de cozimento sobre a 
chama azul do fogo, mudando-a para uma chama amarela. 
Essa mudança de cor pode suscitar interpretações 
diversas, relacionadas às substâncias presentes na água 
de cozimento. Além do sal de cozinha (NaCl), nela se 
encontram carboidratos, proteínas e sais minerais.
Cientificamente, sabe-se que essa mudança de cor da 
chama ocorre pela","A: reação do gás de cozinha com o sal, volatilizando 
gás cloro.; B: emissão de fótons pelo sódio, excitado por causa da 
chama.; C: produção de derivado amarelo, pela reação com o 
carboidrato.; D: reação do gás de cozinha com a água, formando gás 
hidrogênio.; E: excitação das moléculas de proteínas, com formação 
de luz amarela.",1.35265,B
98,"A classificação biológica proposta por Whittaker 
permite distinguir cinco grandes linhas evolutivas 
utilizando, como critérios de classificação, a organização 
celular e o modo de nutrição. Woese e seus colaboradores, 
com base na comparação das sequências que codificam 
o RNA ribossômico dos seres vivos, estabeleceram 
relações de ancestralidade entre os grupos e concluíram 
que os procariontes do reino Monera não eram um grupo 
coeso do ponto de vista evolutivo.
Whittaker (1969)
Cinco reinos
Woese (1990)
Três domínios
Monera
Archaea
Eubacteria
Protista
Eukarya
Fungi
Plantae
Animalia
A diferença básica nas classificações citadas é que a 
mais recente se baseia fundamentalmente em",A: tipos de células.; B: aspectos ecológicos.; C: relações filogenéticas.; D: propriedades fisiológicas.; E: características morfológicas.,2.03182,C
99,"Em uma colisão frontal entre dois automóveis, a 
força que o cinto de segurança exerce sobre o tórax e 
abdômen do motorista pode causar lesões graves nos 
órgãos internos. Pensando na segurança do seu produto, 
um fabricante de automóveis realizou testes em cinco 
modelos diferentes de cinto. Os testes simularam uma 
colisão de 0,30 segundo de duração, e os bonecos que 
representavam os ocupantes foram equipados com 
acelerômetros. Esse equipamento registra o módulo 
da desaceleração do boneco em função do tempo. 
Os parâmetros como massa dos bonecos, dimensões dos 
cintos e velocidade imediatamente antes e após o impacto 
foram os mesmos para todos os testes. O resultado final 
obtido está no gráfico de aceleração por tempo.
160
80
0
Aceleração (m/s2)
0,00
0,05
0,10
0,15
Tempo (s)
0,20
0,25
0,30
Cinto 1
Cinto 2
Cinto 3
Cinto 4
Cinto 5
Qual modelo de cinto oferece menor risco de lesão interna 
ao motorista?",A: 1; B: 2; C: 3; D: 4; E: 5,0.91191,B
100,"Pesquisadores criaram um tipo de plaqueta artificial, 
feita com um polímero gelatinoso coberto de anticorpos, 
que promete agilizar o processo de coagulação quando 
injetada no corpo. Se houver sangramento, esses 
anticorpos fazem com que a plaqueta mude sua forma 
e se transforme em uma espécie de rede que gruda nas 
lesões dos vasos sanguíneos e da pele.
MOUTINHO, S. Coagulação acelerada. Disponível em: http://cienciahoje.uol.com.br. 
Acesso em: 19 fev. 2013 (adaptado).
Qual a doença cujos pacientes teriam melhora de seu 
estado de saúde com o uso desse material?",A: Filariose.; B: Hemofilia.; C: Aterosclerose.; D: Doença de Chagas.; E: Síndrome da imunodeficiência adquirida.,0.69737,B
101,"A figura mostra como é a emissão de radiação 
eletromagnética para cinco tipos de lâmpada: haleto 
metálico, tungstênio, mercúrio, xênon e LED (diodo 
emissor de luz). As áreas marcadas em cinza são 
proporcionais à intensidade da energia liberada pela 
lâmpada. As linhas pontilhadas mostram a sensibilidade 
do olho humano aos diferentes comprimentos de onda. 
UV e IV são as regiões do ultravioleta e do infravermelho, 
respectivamente.
Um arquiteto deseja iluminar uma sala usando uma 
lâmpada que produza boa iluminação, mas que não 
aqueça o ambiente.
Haleto metálico
Tungstênio
Mercúrio
Xênon
Intensidade emitida
LED
200
800
600
400
UV
IV
Visível
Comprimento de onda (nm)
Disponível em: http://zeiss-campus.magnet.fsu.edu. Acesso em: 8 maio 2017 (adaptado).
Qual tipo de lâmpada melhor atende ao desejo do arquiteto?",A: Haleto metálico.; B: Tungstênio.; C: Mercúrio.; D: Xênon.; E: LED.,0.12588,E
102,"Partículas microscópicas existentes na atmosfera 
funcionam como núcleos de condensação de vapor de 
água que, sob condições adequadas de temperatura 
e pressão, propiciam a formação das nuvens e 
consequentemente das chuvas. No ar atmosférico, tais 
partículas são formadas pela reação de ácidos (HX) 
com a base NH3, de forma natural ou antropogênica, 
dando origem a sais de amônio (NH4X), de acordo com a 
equação química genérica:
HX (g) + NH3 (g) → NH4X (s)
FELIX, E. P.; CARDOSO, A. A. Fatores ambientais que afetam a precipitação úmida. 
Química Nova na Escola, n. 21, maio 2005 (adaptado).
A fixação de moléculas de vapor de água pelos núcleos 
de condensação ocorre por",A: ligações iônicas.; B: interações dipolo-dipolo.; C: interações dipolo-dipolo induzido.; D: interações íon-dipolo.; E: ligações covalentes.,2.23369,D
103,"Em uma linha de transmissão de informações por 
fibra óptica, quando um sinal diminui sua intensidade para 
valores inferiores a 10 dB, este precisa ser retransmitido. 
No entanto, intensidades superiores a 100 dB não podem 
ser transmitidas adequadamente. A figura apresenta 
como se dá a perda de sinal (perda óptica) para diferentes 
comprimentos de onda para certo tipo de fibra óptica.
Comprimento de onda (µm)
Perda óptica (dB/km)
0,8
2
4
6
0,9
1,0
1,1
1,2
1,3
1,4
1,5
1,6
1,7
1,8
Atenuação e limitações das fibras ópticas. Disponível em: www.gta.ufrj.br.  
Acesso em: 25 maio 2017 (adaptado).
Qual é a máxima distância, em km, que um sinal pode ser 
enviado nessa fibra sem ser necessária uma retransmissão?",A: 6; B: 18; C: 60; D: 90; E: 100,2.46941,D
104,"A técnica do carbono-14 permite a datação de fósseis pela medição dos valores de emissão beta desse isótopo 
presente no fóssil. Para um ser em vida, o máximo são 15 emissões beta/(min g). Após a morte, a quantidade de 14C
se reduz pela metade a cada 5 730 anos.
A prova do carbono 14. Disponível em: http://noticias.terra.com.br. Acesso em: 9 nov. 2013 (adaptado).
Considere que um fragmento fóssil de massa igual a 30 g foi encontrado em um sítio arqueológico, e a medição de 
radiação apresentou 6 750 emissões beta por hora. A idade desse fóssil, em anos, é",A: 450.; B: 1 433.; C: 11 460.; D: 17 190.; E: 27 000.,1.8785,C
105,"A figura mostra o funcionamento de uma estação híbrida de geração de eletricidade movida a energia eólica e 
biogás. Essa estação possibilita que a energia gerada no parque eólico seja armazenada na forma de gás hidrogênio, 
usado no fornecimento de energia para a rede elétrica comum e para abastecer células a combustível.
Rede de distribuição 
elétrica
Turbinas 
eólicas
Produção de 
hidrogênio
Armazenamento 
de hidrogênio
Combustível
Hidrogênio
Biogás
Hidrogênio
Hidrogênio
Eletricidade
Eletricidade
Eletricidade
Mistura
Armazenamento 
de biogás
Calor
Destino da
 energia térmica
Planta mista
de geração
de energia
Válvula para
mistura
Disponível em: www.enertrag.com. Acesso em: 24 abr. 2015 (adaptado).
Mesmo com ausência de ventos por curtos períodos, essa estação continua abastecendo a cidade onde está 
instalada, pois o(a)","A: planta mista de geração de energia realiza eletrólise para enviar energia à rede de distribuição elétrica.; B: hidrogênio produzido e armazenado é utilizado na combustão com o biogás para gerar calor e eletricidade.; C: conjunto de turbinas continua girando com a mesma velocidade, por inércia, mantendo a eficiência anterior.; D: combustão da mistura biogás-hidrogênio gera diretamente energia elétrica adicional para a manutenção da estação.; E: planta mista de geração de energia é capaz de utilizar todo o calor fornecido na combustão para a geração de eletricidade.",1.01157,B
106,"Na Idade Média, para elaborar preparados a partir 
de plantas produtoras de óleos essenciais, as coletas 
das espécies eram realizadas ao raiar do dia. Naquela 
época, essa prática era fundamentada misticamente pelo 
efeito mágico dos raios lunares, que seria anulado pela 
emissão dos raios solares. Com a evolução da ciência, 
foi comprovado que a coleta de algumas espécies ao 
raiar do dia garante a obtenção de material com maiores 
quantidades de óleos essenciais.
A explicação científica que justifica essa prática se baseia na","A: volatilização das substâncias de interesse.; B: polimerização dos óleos catalisada pela radiação 
solar.; C: solubilização das substâncias de interesse pelo 
orvalho.; D: oxidação do óleo pelo oxigênio produzido na 
fotossíntese.; E: liberação das moléculas de óleo durante o processo 
de fotossíntese.",1.03504,A
107,"A epilação a laser (popularmente conhecida como 
depilação a laser) consiste na aplicação de uma fonte de luz 
para aquecer e causar uma lesão localizada e controlada 
nos folículos capilares. Para evitar que outros tecidos sejam 
danificados, selecionam-se comprimentos de onda que são 
absorvidos pela melanina presente nos pelos, mas que não 
afetam a oxi-hemoglobina do sangue e a água dos tecidos 
da região em que o tratamento será aplicado. A figura 
mostra como é a absorção de diferentes comprimentos de 
onda pela melanina, oxi-hemoglobina e água.
Absorção (%)
Comprimento de onda (nm)
Melanina
50,0
37,5
25,0
12,5
400
600
800
1 000
1 100
Oxi-hemoglobina
Água
MACEDO, F. S.; MONTEIRO, E. O. Epilação com laser e luz intensa pulsada.  
Revista Brasileira de Medicina. Disponível em: www.moreirajr.com.br. 
 Acesso em: 4 set. 2015 (adaptado).
Qual é o comprimento de onda, em nm, ideal para a 
epilação a laser?",A: 400; B: 700; C: 1 100; D: 900; E: 500,2.43127,B
108,"O brinquedo pula-pula (cama elástica) é composto 
por uma lona circular flexível horizontal presa por molas 
à sua borda. As crianças brincam pulando sobre ela, 
alterando e alternando suas formas de energia. 
Ao pular verticalmente, desprezando o atrito com o ar 
e os movimentos de rotação do corpo enquanto salta, 
uma criança realiza um movimento periódico vertical em 
torno da posição de equilíbrio da lona (h = 0), passando 
pelos pontos de máxima e de mínima alturas, hmáx e hmín, 
respectivamente.
Esquematicamente, o esboço do gráfico da energia 
cinética da criança em função de sua posição vertical na 
situação descrita é:
A
Ec
h
hmín
hmáx
B
hmín
hmáx
Ec
h
C
h
hmín
hmáx
Ec
D
hmín
hmáx
Ec
h
E
hmín
hmáx
Ec
h",,2.46786,C
109,"O fenômeno da piracema (subida do rio) é um 
importante mecanismo que influencia a reprodução 
de algumas espécies de peixes, pois induz o processo 
que estimula a queima de gordura e ativa mecanismos 
hormonais complexos, preparando-os para a reprodução. 
Intervenções antrópicas nos ambientes aquáticos, como 
a construção de barragens, interferem na reprodução 
desses animais.
MALTA, P. Impacto ambiental das barragens hidrelétricas.  
Disponível em: http://futurambiental.com.  
Acesso em: 10 maio 2013 (adaptado).
Essa intervenção antrópica prejudica a piracema porque 
reduz o(a)",A: percurso da migração.; B: longevidade dos indivíduos.; C: disponibilidade de alimentos.; D: período de migração da espécie.; E: número de espécies de peixes no local.,0.85071,A
110,"Fusível é um dispositivo de proteção contra 
sobrecorrente em circuitos. Quando a corrente que passa 
por esse componente elétrico é maior que sua máxima 
corrente nominal, o fusível queima. Dessa forma, evita 
que a corrente elevada danifique os aparelhos do circuito. 
Suponha que o circuito elétrico mostrado seja alimentado 
por uma fonte de tensão U e que o fusível suporte uma 
corrente nominal de 500 mA.
Fusível
60 Ω
60 Ω
60 Ω
40 Ω
30 Ω
120 Ω
U
Qual é o máximo valor da tensão U para que o fusível não 
queime?",A: 20 V; B: 40 V; C: 60 V; D: 120 V; E: 185 V,1.18769,D
111,"Os botos-cinza (Sotalia guianensis), mamíferos da 
família dos golfinhos, são excelentes indicadores da 
poluição das áreas em que vivem, pois passam toda a 
sua vida — cerca de 30 anos — na mesma região. Além 
disso, a espécie acumula mais contaminantes em seu 
organismo, como o mercúrio, do que outros animais da 
sua cadeia alimentar.
MARCOLINO, B. Sentinelas do mar. Disponível em: http://cienciahoje.uol.com.br.  
Acesso em: 1 ago. 2012 (adaptado).
Os botos-cinza acumulam maior concentração dessas 
substâncias porque",A: são animais herbívoros.; B: são animais detritívoros.; C: são animais de grande porte.; D: digerem o alimento lentamente.; E: estão no topo da cadeia alimentar.,2.77185,E
112,"O trombone de Quincke é um dispositivo experimental 
utilizado para demonstrar o fenômeno da interferência 
de ondas sonoras. Uma fonte emite ondas sonoras de 
determinada frequência na entrada do dispositivo. Essas 
ondas se dividem pelos dois caminhos (ADC e AEC) e se 
encontram no ponto C, a saída do dispositivo, onde se 
posiciona um detector. O trajeto ADC pode ser aumentado 
pelo deslocamento dessa parte do dispositivo. Com o 
trajeto ADC igual ao AEC, capta-se um som muito intenso 
na saída. Entretanto, aumentando-se gradativamente o 
trajeto ADC, até que ele fique como mostrado na figura, a 
intensidade do som na saída fica praticamente nula. Desta 
forma, conhecida a velocidade do som no interior do tubo 
(320 m/s), é possível determinar o valor da frequência do 
som produzido pela fonte.
A
C
Fonte sonora
Entrada do som
E
40 cm
D
Saída do som
Detector
30 cm
O valor da frequência, em hertz, do som produzido pela 
fonte sonora é",A: 3 200.; B: 1 600.; C: 800.; D: 640.; E: 400.,1.62067,C
113,"A farinha de linhaça dourada é um produto natural que 
oferece grandes benefícios para o nosso organismo. A maior 
parte dos nutrientes da linhaça encontra-se no óleo desta 
semente, rico em substâncias lipossolúveis com massas 
moleculares elevadas. A farinha também apresenta altos 
teores de fibras proteicas insolúveis em água, celulose, 
vitaminas lipossolúveis e sais minerais hidrossolúveis.
Considere o esquema, que resume um processo de 
separação dos componentes principais da farinha de 
linhaça dourada.
Adição de éter etílico, seguida de agitação
Extrato etéreo
(fase orgânica)
Extrato aquoso
Farinha de linhaça
Adição de água, seguida de agitação
Filtração
Filtração
Destilado 1
Destilação
Destilação
Destilado 2
Resíduo 1
Resíduo 2
Resíduo 3
Resíduo 4
O óleo de linhaça será obtido na fração",A: Destilado 1.; B: Destilado 2.; C: Resíduo 2.; D: Resíduo 3.; E: Resíduo 4.,2.60783,E
114,"O biodiesel é um biocombustível obtido a partir de 
fontes renováveis, que surgiu como alternativa ao uso do 
diesel de petróleo para motores de combustão interna. 
Ele pode ser obtido pela reação entre triglicerídeos, 
presentes em óleos vegetais e gorduras animais, entre 
outros, e álcoois de baixa massa molar, como o metanol 
ou etanol, na presença de um catalisador, de acordo com 
a equação química:
3 CH3OH
CH
CH
CH
CH
OH
OH
OH
CH
CH
CH
CH
CH
2
3
2
+
+
catalisador
R1
R1
R2
R2
R3
R3
A função química presente no produto que representa o 
biodiesel é",A: éter.; B: éster.; C: álcool.; D: cetona.; E: ácido carboxílico.,1.66137,B
