numero_questao,enunciado,alternativas,nu_param_B,gabarito
91,"Para realizar o desentupimento de tubulações de esgotos residenciais, é utilizada uma mistura sólida comercial que contém hidróxido de sódio (NaOH) e outra espécie química pulverizada. Quando é adicionada água a essa mistura, ocorre uma reação que libera gás hidrogênio e energia na forma de calor, aumentando a eficiência do processo de desentupimento. Considere os potenciais padrão de redução (E ) da água e de outras espécies em meio básico, expressos no quadro. Qual é a outra espécie que está presente na composição da mistura sólida comercial para aumentar sua eficiência?",A: Al; B: Co; C: Cu(OH)2; D: Fe(OH)2; E: Pb,1.13773,A
92,"As redes de alta tensão para transmissão de energia elétrica geram campo magnético variável o suficiente para induzir corrente elétrica no arame das cercas. Tanto os animais quanto os funcionários das propriedades rurais ou das concessionárias de energia devem ter muito cuidado ao se aproximarem de uma cerca quando esta estiver próxima a uma rede de alta tensão, pois, se tocarem no arame da cerca, poderão sofrer choque elétrico. Para minimizar este tipo de problema, deve-se:",A: Fazer o aterramento dos arames da cerca.; B: Acrescentar fusível de segurança na cerca.; C: Realizar o aterramento da rede de alta tensão.; D: Instalar fusível de segurança na rede de alta tensão.; E: Utilizar fios encapados com isolante na rede de alta tensão.,1.45214,A
93,"A esquistossomose (barriga-dʼágua) caracteriza-se pela inflamação do fígado e do baço causada pelo verme Schistosoma mansoni (esquistossomo). O contágio ocorre depois que larvas do verme são liberadas na água pelo caramujo do gênero Biomphalaria, seu hospedeiro intermediário, e penetram na pele humana. Após o diagnóstico, o tratamento tradicional utiliza medicamentos por via oral para matar o parasita dentro do corpo. Uma nova estratégia terapêutica baseia-se na utilização de uma vacina, feita a partir de uma proteína extraída do verme, que induz o organismo humano a produzir anticorpos para combater e prevenir a doença. Uma vantagem da vacina em relação ao tratamento tradicional é que ela poderá",A: impedir a penetração do parasita pela pele.; B: eliminar o caramujo para que não haja contágio.; C: impedir o acesso do esquistossomo especificamente para o fígado.; D: eliminar o esquistossomo antes que ocorra contato com o organismo.; E: eliminar o esquistossomo dentro do organismo antes da manifestação de sintomas.,0.58402,E
94,"Em 1962, um jingle (vinheta musical) criado por Heitor Carillo fez tanto sucesso que extrapolou as fronteiras do rádio e chegou à televisão ilustrado por um desenho animado. Nele, uma pessoa respondia ao fantasma que batia em sua porta, personificando o “frio”, que não o deixaria entrar, pois não abriria a porta e compraria lãs e cobertores para aquecer sua casa. Apesar de memorável, tal comercial televisivo continha incorreções a respeito de conceitos físicos relativos à calorimetria. Para solucionar essas incorreções, deve-se associar à porta e aos cobertores, respectivamente, as funções de:",A: Aquecer a casa e os corpos.; B: Evitar a entrada do frio na casa e nos corpos.; C: Minimizar a perda de calor pela casa e pelos corpos.; D: Diminuir a entrada do frio na casa e aquecer os corpos.; E: Aquecer a casa e reduzir a perda de calor pelos corpos.,0.41535,C
95,"Glicólise é um processo que ocorre nas células, convertendo glicose em piruvato. Durante a prática de exercícios físicos que demandam grande quantidade de esforço, a glicose é completamente oxidada na presença de O2. Entretanto, em alguns casos, as células musculares podem sofrer um déficit de O2 e a glicose ser convertida em duas moléculas de ácido lático. As equações termoquímicas para a combustão da glicose e do ácido lático são, respectivamente, mostradas a seguir. O processo anaeróbico é menos vantajoso energeticamente porque",A: libera 112 kJ por mol de glicose.; B: libera 467 kJ por mol de glicose.; C: libera 2 688 kJ por mol de glicose.; D: absorve 1 344 kJ por mol de glicose.; E: absorve 2 800 kJ por mol de glicose.,2.21432,A
96,No quadro estão apresentadas informações sobre duas estratégias de sobrevivência que podem ser adotadas por algumas espécies de seres vivos. Na recuperação de uma área desmatada deveriam ser reintroduzidas primeiramente as espécies que adotam qual estratégia?,"A: Estratégia 1, pois essas espécies produzem descendentes pequenos, o que diminui a competição com outras espécies.; B: Estratégia 2, pois essas espécies têm uma longa duração da vida, o que favorece a produção de muitos descendentes.; C: Estratégia 1, pois essas espécies apresentam um elevado potencial biótico, o que facilita a rápida recolonização da área desmatada.; D: Estratégia 2, pois essas espécies estão adaptadas a hábitats mais estáveis, o que corresponde ao ambiente de uma área desmatada.; E: Estratégia 2, pois essas espécies apresentam um tamanho populacional constante, o que propicia uma recolonização mais estável da área desmatada.",0.25498,C
97,"As cutias, pequenos roedores das zonas tropicais, transportam pela boca as sementes que caem das árvores, mas, em vez de comê-las, enterram-nas em outro lugar. Esse procedimento lhes permite salvar a maioria de suas sementes enterradas para as épocas mais secas, quando não há frutos maduros disponíveis. Cientistas descobriram que as cutias roubam as sementes enterradas por outras, e esse comportamento de “ladroagem” faz com que uma mesma semente possa ser enterrada dezenas de vezes. Essa “ladroagem” está associada à relação de",A: sinfilia.; B: predatismo.; C: parasitismo.; D: competição.; E: comensalismo.,0.48421,D
98,"Os olhos humanos normalmente têm três tipos de cones responsáveis pela percepção das cores: um tipo para tons vermelhos, um para tons azuis e outro para tons verdes. As diversas cores que enxergamos são o resultado da percepção das cores básicas, como indica a figura. A protanopia é um tipo de daltonismo em que há diminuição ou ausência de receptores da cor vermelha. Considere um teste com dois voluntários: uma pessoa com visão normal e outra com caso severo de protanopia. Nesse teste, eles devem escrever a cor dos cartões que lhes são mostrados. São utilizadas as cores indicadas na figura. Para qual cartão os dois voluntários identificarão a mesma cor?",A: Vermelho.; B: Magenta.; C: Amarelo.; D: Branco.; E: Azul.,0.29664,E
99,"A cada safra, a quantidade de café beneficiado é igual à quantidade de resíduos gerados pelo seu beneficiamento. O resíduo pode ser utilizado como fertilizante, pois contém cerca de 6,5% de pectina (um polissacarídeo), aproximadamente 25% de açúcares fermentáveis (frutose, sacarose e galactose), bem como resíduos de alcaloides (compostos aminados) que não foram extraídos no processo. Esse resíduo contribui para a fertilidade do solo, pois","A: possibilita a reciclagem de carbono e nitrogênio.; B: promove o deslocamento do alumínio, que é tóxico.; C: melhora a compactação do solo por causa da presença de pectina.; D: eleva o pH do solo em função da degradação dos componentes do resíduo.; E: apresenta efeitos inibidores de crescimento para a maioria das espécies vegetais pela cafeína.",0.80483,A
100,"Um alimento orgânico deve apresentar em sua embalagem o selo de uma instituição certificadora, garantindo ao consumidor que, além de ser um alimento isento de agrotóxicos, também é produzido com técnicas planejadas e controladas. A técnica de produção desses alimentos causa menor impacto aos recursos naturais, contribuindo para melhorar a qualidade de vida das pessoas. Nesse sistema de produção de alimentos vegetais, o controle de insetos é manejado por meio do(a)",A: prática de adubação verde.; B: emprego da compostagem.; C: controle da irrigação do solo.; D: utilização de predadores naturais.; E: uso de sementes inoculadas com Rhizobium.,0.62256,D
