numero_questao,enunciado,alternativas,nu_param_B,gabarito
91,"A figura ilustra esquematicamente um processo de 
remediação de solos contaminados com tricloroeteno 
(TCE), um agente desengraxante. Em razão de 
vazamentos de tanques de estocagem ou de manejo 
inapropriado de resíduos industriais, ele se encontra 
presente em águas subterrâneas, nas quais forma 
uma fase líquida densa não aquosa (DNAPL) que se 
deposita no fundo do aquífero. Essa tecnologia de 
descontaminação emprega o íon persulfato (S2O8
2−), que 
é convertido no radical •SO4
− por minerais que contêm 
Fe(III). O esquema representa de forma simplificada o 
mecanismo de ação química sobre o TCE e a formação 
dos produtos de degradação.","A: A; A: SOLO
Cl
Cl
Cl
OH
Cl
Cl
O
OH
O
O
H
O
OH
C
H
O
MONITORAMENTO
TCE
DNAPL
SOLUBILIZAÇÃO
ÁGUA SUBTERRÂNEA
TCE
S O
SO
Fe III
8
4
⋅
S O
8
2−
(
)
BERTAGI, L. T.; BASÍLIO, A. O.; PERALTA-ZAMORA, P. Aplicações ambientais de persulfato: 
remediação de águas subterrâneas e solos contaminados. Química Nova, n. 9, 2021 (adaptado).
Esse procedimento de remediação de águas subterrâneas 
baseia-se em reações de; A: oxirredução.; B: substituição.; C: precipitação.; D: desidratação.; E: neutralização.",1.45358,A
92,"De acordo com a Organização Mundial da Saúde, 
a filariose e a leishmaniose são consideradas doenças 
tropicais infecciosas e constituem uma preocupação para 
a saúde pública por ser alto o índice de mortalidade a 
elas associado.
Uma medida profilática comum a essas duas doenças é o(a)",A: incineração do lixo orgânico.; B: construção de rede de esgoto.; C: uso de vermífugo pela população.; D: controle das populações dos vetores.; E: consumo de carnes vermelhas bem cozidas.,1.46498,D
93,"Em 2017, foi inaugurado, no estado da Bahia, o 
Parque Solar Lapa, composto por duas usinas (Bom Jesus 
da Lapa e Lapa) e capaz de gerar cerca de 300 GWh de 
energia por ano. Considere que cada usina apresente 
potência igual a 75 MW, com o parque totalizando uma 
potência instalada de 150 MW. Considere ainda que a 
irradiância solar média é de 1 500 W
m2  e que a eficiência 
dos painéis é de 20%.
Parque Solar Lapa entra em operação. Disponível em: www.canalbioenergia.com.br. 
Acesso em: 9 jun. 2022 (adaptado).
Nessas condições, a área total dos painéis solares que 
compõem o Parque Solar Lapa é mais próxima de:",A: 1 000 000 m2; B: 500 000 m2; C: 250 000 m2; D: 100 000 m2; E: 20 000 m2,1.87763,B
94,"Os riscos apresentados pelos produtos dependem de 
suas propriedades e da reatividade quando em contato 
com outras substâncias. Para prevenir os riscos devido 
à natureza química dos produtos, devemos conhecer 
a lista de substâncias incompatíveis e de uso cotidiano 
em fábricas, hospitais e laboratórios, a fim de observar 
cuidados na estocagem, manipulação e descarte.  
O quadro elenca algumas dessas incompatibilidades, que 
podem levar à ocorrência de acidentes.
Substância
Incompatibilidade
Riscos 
associados
Ácidos 
minerais 
fortes 
concentrados
Bases fortes
Cianetos
Hipoclorito de sódio
Reação enérgica, 
explosão, 
produção de 
oxidante forte e 
produto tóxico
Ácido nítrico 
concentrado
Matéria orgânica
Reação enérgica, 
explosão e 
produto tóxico
Considere que houve o descarte indevido de dois 
conjuntos de substâncias:
(1) ácido clorídrico concentrado com cianeto de potássio;
(2) ácido nítrico concentrado com sacarose.
Disponível em: www.fiocruz.br. Acesso em: 6 dez. 2017 (adaptado).
O 
descarte 
dos 
conjuntos 
(1) 
e 
(2) 
resultará, 
respectivamente, em","A: liberação de gás tóxico e reação oxidativa forte.; B: reação oxidativa forte e liberação de gás tóxico.; C: formação de sais tóxicos e reação oxidativa forte.; D: liberação de gás tóxico e liberação de gás oxidante.; E: formação de sais tóxicos e liberação de gás oxidante.
CN - 2° dia | Caderno 7 - AZUL - 1ª Aplicação",2.23408,A
95,"O físico Hans C. Oersted observou que um fio transportando corrente elétrica produz um campo magnético. A presença 
do campo magnético foi verificada ao aproximar uma bússola de um fio conduzindo corrente elétrica. 
A figura ilustra um fio percorrido por uma corrente elétrica i, constante e com sentido para cima. Os pontos A, B e C 
estão num plano transversal e equidistantes do fio. Em cada ponto foi colocada uma bússola.","A: C
i
S
N
Bússola
Considerando apenas o campo magnético por causa da corrente i, as respectivas configurações das bússolas nos 
pontos A, B e C serão
A
i
D
i
B
i
E
i
C
i
CN - 2° dia | Caderno 7 - AZUL - 1ª Aplicação
ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022",1.65709,D
96,"O quadro mostra valores de corrente elétrica e seus 
efeitos sobre o corpo humano.
Corrente elétrica
Dano físico
Até 10 mA
Dor e contração muscular
De 10 mA até 20 mA
Aumento das contrações 
musculares
De 20 mA até 100 mA
Parada respiratória
De 100 mA até 3 A
Fibrilação ventricular
Acima de 3 A
Parada cardíaca e queimaduras
A corrente elétrica que percorrerá o corpo de um 
indivíduo depende da tensão aplicada e da resistência 
elétrica média do corpo humano. Esse último fator está 
intimamente relacionado com a umidade da pele, que 
seca apresenta resistência elétrica da ordem de 500 kΩ, 
mas, se molhada, pode chegar a apenas 1 kΩ.
Apesar de incomum, é possível sofrer um acidente 
utilizando baterias de 12 V. Considere que um indivíduo 
com a pele molhada sofreu uma parada respiratória 
ao tocar simultaneamente nos pontos A e B de uma 
associação de duas dessas baterias.
DURAN, J. E. R. Biofísica: fundamentos e aplicações.
São Paulo: Pearson Prentice Hall, 2003 (adaptado).
Qual associação de baterias foi responsável pelo acidente?","A: -
+
B
-
+; A: -
+; C: B
-
+
-
+
D
+; A: -
-
+; E: B
-
+
-
+",1.35453,A
97,"O urânio é empregado como fonte de energia em 
reatores nucleares. Para tanto, o seu mineral deve 
ser refinado, convertido a hexafluoreto de urânio e 
posteriormente enriquecido, para aumentar de 0,7% a 3% 
a abundância de um isótopo específico — o urânio-235. 
Uma das formas de enriquecimento utiliza a pequena 
diferença de massa entre os hexafluoretos de urânio-235 e 
de urânio-238 para separá-los por efusão, precedida pela 
vaporização. Esses vapores devem efundir repetidamente 
milhares de vezes através de barreiras porosas formadas por 
telas com grande número de pequenos orifícios. No entanto, 
devido à complexidade e à grande quantidade de energia 
envolvida, cientistas e engenheiros continuam a pesquisar 
procedimentos alternativos de enriquecimento.
ATKINS, P.; JONES, L. Princípios de química: questionando a vida moderna e 
o meio ambiente. Porto Alegre: Bookman, 2006 (adaptado).
Considerando a diferença de massa mencionada entre os 
dois isótopos, que tipo de procedimento alternativo ao da 
efusão pode ser empregado para tal finalidade?",A: Peneiração.; B: Centrifugação.; C: Extração por solvente.; D: Destilação fracionada.; E: Separação magnética.,1.60964,B
98,"A Agência Nacional de Vigilância Sanitária (Anvisa) 
aprovou um produto de terapia gênica no país, indicado 
para o tratamento da distrofia hereditária da retina. O 
procedimento é recomendado para crianças acima de 
12 meses e adultos com perda de visão causada pela 
mutação do gene humano RPE65. O produto, elaborado 
por engenharia genética, é composto por um vírus, no qual 
foi inserida uma cópia do gene normal humano RPE65 
para corrigir o funcionamento das células da retina.
ANVISA. Disponível em: www.gov.br/anvisa. Acesso em: 4 dez. 2021 (adaptado).
O sucesso dessa terapia advém do fato de que o produto 
favorecerá a","A: correção do código genético para a tradução da 
proteína.; B: alteração do RNA ribossômico ligado à síntese da 
proteína.; C: produção de mutações benéficas para a correção do 
problema.; D: liberação imediata da proteína normal na região 
ocular humana.; E: expressão do gene responsável pela produção da 
enzima normal.


CN - 2° dia | Caderno 7 - AZUL - 1ª Aplicação
ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022 ENEM 2022",1.93167,E
99,"A extinção de espécies é uma ameaça real que 
afeta diversas regiões do país. A introdução de espécies 
exóticas pode ser considerada um fator maximizador 
desse processo. A jaqueira (Artocarpus heterophyllus), 
por exemplo, é uma árvore originária da Índia e de 
regiões do Sudeste Asiático que foi introduzida ainda na 
era colonial e se aclimatou muito bem em praticamente 
todo o território nacional.
Casos como o dessa árvore podem provocar a redução 
da biodiversidade, pois elas","A: ocupam áreas de vegetação nativa e substituem 
parcialmente a flora original.; B: estimulam a competição por seus frutos entre animais 
típicos da região e eliminam as espécies perdedoras.; C: alteram os nichos e aumentam o número de 
possibilidades de relações entre os seres vivos 
daquele ambiente.; D: apresentam alta taxa de reprodução e se mantêm 
com um número de indivíduos superior à capacidade 
suporte do ambiente.; E: diminuem a relação de competição entre os 
polinizadores e facilitam a ação de dispersores de 
sementes de espécies nativas.",0.97602,A
100,"Em um dia de calor intenso, dois colegas estão 
a brincar com a água da mangueira. Um deles quer 
saber até que altura o jato de água alcança, a partir da 
saída de água, quando a mangueira está posicionada 
totalmente na direção vertical. O outro colega propõe 
então o seguinte experimento: eles posicionarem a saída 
de água da mangueira na direção horizontal, a 1 m de 
altura em relação ao chão, e então medirem a distância 
horizontal entre a mangueira e o local onde a água 
atinge o chão. A medida dessa distância foi de 3 m, 
e a partir disso eles calcularam o alcance vertical do 
jato de água. Considere a aceleração da gravidade de 
10 m s-2.
O resultado que eles obtiveram foi de","A: 1,50 m.; B: 2,25 m.; C: 4,00 m.; D: 4,50 m.; E: 5,00 m.",2.08841,B
