numero_questao,enunciado,alternativas,nu_param_B,gabarito
46,"Para diminuir o acúmulo de lixo e o desperdício de materiais de valor econômico e, assim, reduzir a exploração de recursos naturais, adotou-se, em escala internacional, a política dos três erres: Redução, Reutilização e Reciclagem. Um exemplo de reciclagem é a utilização de",A: garrafas de vidro retornáveis para cerveja ou refrigerante.; B: latas de alumínio como material para fabricação de lingotes.; C: sacos plásticos de supermercado como acondicionantes de lixo caseiro.; D: embalagens plásticas vazias e limpas para acondicionar outros alimentos.; E: garrafas PET recortadas em tiras para fabricação de cerdas de vassouras.,1.09600,B
47,"Um dos problemas ambientais vivenciados pela agricultura hoje em dia é a compactação do solo, devida ao intenso tráfego de máquinas cada vez mais pesadas, reduzindo a produtividade das culturas. Uma das formas de prevenir o problema de compactação do solo é substituir os pneus dos tratores por pneus mais","A: largos, reduzindo a pressão sobre o solo.; B: estreitos, reduzindo a pressão sobre o solo.; C: largos, aumentando a pressão sobre o solo.; D: estreitos, aumentando a pressão sobre o solo.; E: altos, reduzindo a pressão sobre o solo.",0.37100,A
48,"O milho transgênico é produzido a partir da manipulação do milho original, com a transferência, para este, de um gene de interesse retirado de outro organismo de espécie diferente. A característica de interesse será manifestada em decorrência",A: do incremento do DNA a partir da duplicação do gene transferido.; B: da transcrição do RNA transportador a partir do gene transferido.; C: da expressão de proteínas sintetizadas a partir do DNA não hibridizado.; D: da síntese de carboidratos a partir da ativação do DNA do milho original.; E: da tradução do RNA mensageiro sintetizado a partir do DNA recombinante.;,1.76600,E
49,"A produção mundial de alimentos poderia se reduzir a 40% da atual sem a aplicação de controle sobre as pragas agrícolas. Por outro lado, o uso frequente dos agrotóxicos pode causar contaminação em solos, águas superficiais e subterrâneas, atmosfera e alimentos. Os biopesticidas, tais como a piretrina e a coronopilina, têm sido uma alternativa na diminuição dos prejuízos econômicos, sociais e ambientais gerados pelos agrotóxicos. Identifique as funções orgânicas presentes simultaneamente nas estruturas dos dois biopesticidas apresentados:",A: Éter e éster.; B: Cetona e éster.; C: Álcool e cetona.; D: Aldeído e cetona.; E: Éter e ácido carboxílico.,1.11800,B
50,"Os carrinhos de brinquedo podem ser de vários tipos. Dentre eles, há os movidos a corda, em que uma mola em seu interior é comprimida quando a criança puxa o carrinho para trás. Ao ser solto, o carrinho entra em movimento enquanto a mola volta à sua forma inicial. O processo de conversão de energia que ocorre no carrinho descrito também é verificado em",A: um dínamo.; B: um freio de automóvel.; C: um motor a combustão.; D: uma usina hidroelétrica.; E: uma atiradeira (estilingue).,-0.20300,E
51,"Pesticidas são contaminantes ambientais altamente tóxicos aos seres vivos e, geralmente, com grande persistência ambiental. A busca por novas formas de eliminação dos pesticidas tem aumentado nos últimos anos, uma vez que as técnicas atuais são economicamente dispendiosas e paliativas. A biorremediação de pesticidas utilizando microrganismos tem se mostrado uma técnica muito promissora para essa finalidade, por apresentar vantagens econômicas e ambientais. Para ser utilizado nesta técnica promissora, um microrganismo deve ser capaz de","A: transferir o contaminante do solo para a água.; B: absorver o contaminante sem alterá-lo quimicamente.; C: apresentar alta taxa de mutação ao longo das gerações.; D: estimular o sistema imunológico do homem contra o contaminante.; E: metabolizar o contaminante, liberando subprodutos menos tóxicos ou atóxicos.",0.26600,E
52,"Medidas de saneamento básico são fundamentais no processo de promoção de saúde e qualidade de vida da população. Muitas vezes, a falta de saneamento está relacionada com o aparecimento de várias doenças. Nesse contexto, um paciente dá entrada em um pronto atendimento relatando que há 30 dias teve contato com águas de enchente. Ainda informa que nesta localidade não há rede de esgoto e drenagem de águas pluviais e que a coleta de lixo é inadequada. Ele apresenta os seguintes sintomas: febre, dor de cabeça e dores musculares. Relacionando os sintomas apresentados com as condições sanitárias da localidade, há indicações de que o paciente apresenta um caso de",A: difteria.; B: botulismo.; C: tuberculose.; D: leptospirose.; E: meningite meningocócica.,-0.63900,D
53,"O rótulo de um desodorante aerossol informa ao consumidor que o produto possui em sua composição os gases isobutano, butano e propano, dentre outras substâncias. Além dessa informação, o rótulo traz, ainda, a inscrição “Não contém CFC”. As reações a seguir, que ocorrem na estratosfera, justificam a não utilização de CFC (clorofluorcarbono ou Freon) nesse desodorante: I) CF2 Cℓ2 CF2 Cℓ + Cℓ UV II) Cℓ + O3 O2 • + CℓO • • • A preocupação com as possíveis ameaças à camada de ozônio (O3) baseia-se na sua principal função: proteger a matéria viva na Terra dos efeitos prejudiciais dos raios solares ultravioleta. A absorção da radiação ultravioleta pelo ozônio estratosférico é intensa o suficiente para eliminar boa parte da fração de ultravioleta que é prejudicial à vida. A finalidade da utilização dos gases isobutano, butano e propano neste aerossol é","A: substituir o CFC, pois não reagem com o ozônio, servindo como gases propelentes em aerossóis.; B: servir como propelentes, pois, como são muito reativos, capturam o Freon existente livre na atmosfera, impedindo a destruição do ozônio.; C: reagir com o ar, pois se decompõem espontaneamente em dióxido de carbono (CO2) e água (H2O), que não atacam o ozônio.; D: impedir a destruição do ozônio pelo CFC, pois os hidrocarbonetos gasosos reagem com a radiação UV, liberando hidrogênio (H2), que reage com o oxigênio do ar (O2), formando água (H2O).;E: destruir o CFC, pois reagem com a radiação UV, liberando carbono (C), que reage com o oxigênio do ar (O2), formando dióxido de carbono (CO2), que é inofensivo para a camada de ozônio.",0.73600,A
54,"Em um dia de chuva muito forte, constatou-se uma goteira sobre o centro de uma piscina coberta, formando um padrão de ondas circulares. Nessa situação, observou-se que caíam duas gotas a cada segundo. A distância entre duas cristas consecutivas era de 25 cm e cada uma delas se aproximava da borda da piscina com velocidade de 1,0 m/s. Após algum tempo a chuva diminuiu e a goteira passou a cair uma vez por segundo. Com a diminuição da chuva, a distância entre as cristas e a velocidade de propagação da onda se tornaram, respectivamemente,","A: maior que 25 cm e maior que 1,0 m/s.; B: maior que 25 cm e igual a 1,0 m/s.; C: menor que 25 cm e menor que 1,0 m/s.; D: menor que 25 cm e igual a 1,0 m/s.; E: igual a 25 cm e igual a 1,0 m/s.",0.95700,B
55,"O mecanismo que permite articular uma porta (de um móvel ou de acesso) é a dobradiça. Normalmente, são necessárias duas ou mais dobradiças para que a porta seja fixada no móvel ou no portal, permanecendo em equilíbrio e podendo ser articulada com facilidade. No plano, o diagrama vetorial das forças que as dobradiças exercem na porta está representado em",A; B; C; D; E,2.17000,D
56,"A figura representa um dos modelos de um sistema de interações entre seres vivos. Ela apresenta duas propriedades, P1 e P2, que interagem em I, para afetar uma terceira propriedade, P3, quando o sistema é alimentado por uma fonte de energia, E. Essa figura pode simular um sistema de campo em que P1 representa as plantas verdes; P2 um animal herbívoro e P3, um animal onívoro. A função interativa I representa a proporção de",A: herbivoria entre P1 e P2.; B: polinização entre P1 e P2.; C: P3 utilizada na alimentação de P1 e P2.; D: P1 ou P2 utilizada na alimentação de P3.; E: energia de P1 e de P2 que saem do sistema.,0.89700,D
