numero_questao,enunciado,alternativas,nu_param_B,gabarito
91,"DAVIS, J. Disponível em: http://garfield.com. Acesso em: 10 fev. 2015.
Por qual motivo ocorre a eletrização ilustrada na tirinha?",A: Troca de átomos entre a calça e os pelos do gato.; B: Diminuição do número de prótons nos pelos do gato.; C: Criação de novas partículas eletrizadas nos pelos do gato.; D: Movimentação de elétrons entre a calça e os pelos do gato.; E: Repulsão entre partículas elétricas da calça e dos pelos do gato.,0.63073,D
92,"A enorme quantidade de resíduos gerados pelo consumo crescente da sociedade traz para a humanidade 
uma preocupação socioambiental, em especial pela quantidade de lixo produzido. Além da reciclagem e do 
reúso, pode-se melhorar ainda mais a qualidade de vida, substituindo polímeros convencionais por polímeros 
biodegradáveis.
Esses polímeros têm grandes vantagens socioambientais em relação aos convencionais porque",A: não são tóxicos.; B: não precisam ser reciclados.; C: não causam poluição ambiental quando descartados.; D: são degradados em um tempo bastante menor que os convencionais.; E: apresentam propriedades mecânicas semelhantes aos convencionais.,-0.07547,D
93,"Uma pessoa percebe que a bateria de seu veículo fica descarregada após cinco dias sem uso. No início 
desse período, a bateria funcionava normalmente e estava com o total de sua carga nominal, de 60 Ah. Pensando 
na possibilidade de haver uma corrente de fuga, que se estabelece mesmo com os dispositivos elétricos do 
veículo desligados, ele associa um amperímetro digital ao circuito do veículo.
Qual dos esquemas indica a maneira com que o amperímetro deve ser ligado e a leitura por ele realizada?",A: Amperímetro; D: Bateria; B: Bateria; E: 12 A; C: Bateria,1.55431,B
94,"Um microempresário do ramo de cosméticos utiliza óleos essenciais e quer produzir um creme com fragrância 
de rosas. O principal componente do óleo de rosas tem cadeia poli-insaturada e hidroxila em carbono terminal. O 
catálogo dos óleos essenciais apresenta, para escolha da essência, estas estruturas químicas:
OH
CHO
CHO
OH
OH
(1)
(2)
(3)
(4)
(5)
Qual substância o empresário deverá utilizar?",A: 1; B: 2; C: 3; D: 4; E: 5,1.09202,A
95,"A fragmentação dos hábitats é caracterizada pela 
formação de ilhas da paisagem original, circundadas 
por áreas transformadas. Esse tipo de interferência no 
ambiente ameaça a biodiversidade. Imagine que uma 
população de onças foi isolada em uma mata pequena. 
Elas se extinguiriam mesmo sem terem sido abatidas. 
Diversos componentes da ilha de hábitat, como o 
tamanho, a heterogeneidade, o seu entorno, a sua 
conectividade e o efeito de borda são determinantes para 
a persistência ou não das espécies originais.
Uma medida que auxilia na conservação da biodiversidade 
nas ilhas mencionadas no texto compreende a",A: formação de micro-hábitats.; B: ampliação do efeito de borda.; C: construção de corredores ecológicos.; D: promoção da sucessão ecológica.; E: introdução de novas espécies de animais e vegetais.,1.12362,C
96,"A sacarase (ou invertase) é uma enzima que atua no 
intestino humano hidrolisando o dissacarídeo sacarose 
nos monossacarídeos glicose e frutose. Em um estudo 
cinético da reação de hidrólise da sacarose (C12H22O11), 
foram dissolvidos 171 g de sacarose em 500 mL de 
água. Observou-se que, a cada 100 minutos de reação, 
a concentração de sacarose foi reduzida à metade, 
qualquer que fosse o momento escolhido como tempo 
inicial. As massas molares dos elementos H, C e O são 
iguais a 1, 12 e 16 g mol−1, respectivamente.
Qual é a concentração de sacarose depois de 400 minutos 
do início da reação de hidrólise?","A: 2,50 × 10−3 mol L−1; B: 6,25 × 10−2 mol L−1; C: 1,25 × 10−1 mol L−1; D: 2,50 × 10−1 mol L−1; E: 4,27 × 10−1 mol L−1",1.50249,B
97,"Grandes reservatórios de óleo leve de melhor 
qualidade e que produz petróleo mais fino foram 
descobertos 
no 
litoral 
brasileiro 
numa 
camada 
denominada pré-sal, formada há 150 milhões de anos.","A: utilização desse recurso energético acarreta para o; A: nitrogênio,; B: nitrogênio, devido ao aumento dos compostos; C: carbono, devido ao aumento dos carbonatos; D: carbono, devido à liberação das cadeias carbônicas; E: fósforo, devido à liberação dos fosfatos acumulados",0.67442,D
98,"Em uma usina geradora de energia elétrica, seja 
através de uma queda-d’água ou através de vapor 
sob pressão, as pás do gerador são postas a girar. 
O movimento relativo de um ímã em relação a um 
conjunto de bobinas produz um fluxo magnético variável 
através delas, gerando uma diferença de potencial em 
seus terminais. Durante o funcionamento de um dos 
geradores, o operador da usina percebeu que houve um 
aumento inesperado da diferença de potencial elétrico 
nos terminais das bobinas. 
Nessa situação, o aumento do módulo da diferença de 
potencial obtida nos terminais das bobinas resulta do 
aumento do(a)","A: intervalo de tempo em que as bobinas ficam imersas no; B: fluxo magnético através das bobinas, por meio de; C: intensidade do campo magnético no qual as bobinas; D: rapidez com que o fluxo magnético varia através das; E: resistência interna do condutor que constitui as bobinas,",1.5026,D
99,"Você foi contratado para sincronizar os quatro 
semáforos de uma avenida, indicados pelas letras O, A, 
B e C, conforme a figura. 
C
B","A: O; A: 20 s, 45 s e 70 s.; B: 25 s, 50 s e 75 s.; C: 28 s, 42 s e 53 s.; D: 30 s, 55 s e 80 s.; E: 35 s, 60 s e 85 s.",1.90806,D
100,"Nos dias atuais, o amplo uso de objetos de plástico 
gera bastante lixo, que muitas vezes é eliminado pela 
população por meio da queima. Esse procedimento é 
prejudicial ao meio ambiente por lançar substâncias 
poluentes. Para constatar esse problema, um estudante 
analisou a decomposição térmica do policloreto de 
vinila (PVC), um tipo de plástico, cuja estrutura é 
representada na figura.
Policloreto de vinila (PVC)
Para realizar esse experimento, o estudante colocou 
uma amostra de filme de PVC em um tubo de ensaio e o 
aqueceu, promovendo a decomposição térmica. Houve a 
liberação majoritária de um gás diatômico heteronuclear 
que foi recolhido em um recipiente acoplado ao tubo 
de ensaio. Esse gás, quando borbulhado em solução 
alcalina diluída contendo indicador ácido-base, alterou a 
cor da solução. Além disso, em contato com uma solução 
aquosa de carbonato de sódio (Na2CO3), liberou gás 
carbônico.
Qual foi o gás liberado majoritariamente na decomposição 
térmica desse tipo de plástico?",A: H2; B: Cl2; C: CO; D: CO2; E: HCl,1.69946,E
