numero_questao,enunciado,alternativas,nu_param_B,gabarito
46,"Christiaan Huygens, em 1656, criou o relógio de pêndulo. Nesse dispositivo, a pontualidade baseia-se na regularidade das pequenas oscilações do pêndulo. Para manter a precisão desse relógio, diversos problemas foram contornados. Por exemplo, a haste passou por ajustes até que, no início do século XX, houve uma inovação, que foi sua fabricação usando uma liga metálica que se comporta regularmente em um largo intervalo de temperaturas. Desprezando a presença de forças dissipativas e considerando a aceleração da gravidade constante, para que esse tipo de relógio realize corretamente a contagem do tempo, é necessário que o(a)",A: comprimento da haste seja mantido constante.; B: massa do corpo suspenso pela haste seja pequena.; C: material da haste possua alta condutividade térmica.; D: amplitude da oscilação seja constante a qualquer temperatura.; E: energia potencial gravitacional do corpo suspenso se mantenha constante.,1.92589,A
47,"Na década de 1940, na Região Centro-Oeste, produtores rurais, cujos bois, porcos, aves e cabras estavam morrendo por uma peste desconhecida, fizeram uma promessa, que consistiu em não comer carne e derivados até que a peste fosse debelada. Assim, durante três meses, arroz, feijão, verduras e legumes formaram o prato principal desses produtores. Para suprir o déficit nutricional a que os produtores rurais se submeteram durante o período da promessa, foi importante eles terem consumido alimentos ricos em",A: vitaminas A e E.; B: frutose e sacarose.; C: aminoácidos naturais.; D: aminoácidos essenciais.; E: ácidos graxos saturados.,1.18738,D
48,"A liberação dos gases clorofluorcarbonos (CFCs) na atmosfera pode provocar depleção de ozônio (O3) na estratosfera. O ozônio estratosférico é responsável por absorver parte da radiação ultravioleta emitida pelo Sol, a qual é nociva aos seres vivos. Esse processo, na camada de ozônio, é ilustrado simplificadamente na figura. Quimicamente, a destruição do ozônio na atmosfera por gases CFCs é decorrência da","A: clivagem da molécula de ozônio pelos CFCs para produzir espécies radicalares.; B: produção de oxigênio molecular a partir de ozônio, catalisada por átomos de cloro.; C: oxidação do monóxido de cloro por átomos de oxigênio para produzir átomos de cloro.; D: reação direta entre os CFCs e o ozônio para produzir oxigênio molecular e monóxido de cloro.; E: reação de substituição de um dos átomos de oxigênio na molécula de ozônio por átomos de cloro.",2.04165,B
49,"O potencial brasileiro para transformar lixo em energia permanece subutilizado — apenas pequena parte dos resíduos brasileiros é utilizada para gerar energia. Contudo, bons exemplos são os aterros sanitários, que utilizam a principal fonte de energia ali produzida. Alguns aterros vendem créditos de carbono com base no Mecanismo de Desenvolvimento Limpo (MDL), do Protocolo de Kyoto. Essa fonte de energia subutilizada, citada no texto, é o","A: etanol, obtido a partir da decomposição da matéria orgânica por bactérias.; B: gás natural, formado pela ação de fungos decompositores da matéria orgânica.; C: óleo de xisto, obtido pela decomposição da matéria orgânica pelas bactérias anaeróbias.; D: gás metano, obtido pela atividade de bactérias anaeróbias na decomposição da matéria orgânica.; E: gás liquefeito de petróleo, obtido pela decomposição de vegetais presentes nos restos de comida.",0.51719,D
50,"É comum aos fotógrafos tirar fotos coloridas em ambientes iluminados por lâmpadas fluorescentes, que contêm uma forte composição de luz verde. A consequência desse fato na fotografia é que todos os objetos claros, principalmente os brancos, aparecerão esverdeados. Para equilibrar as cores, deve-se usar um filtro adequado para diminuir a intensidade da luz verde que chega aos sensores da câmera fotográfica. Na escolha desse filtro, utiliza-se o conhecimento da composição das cores-luz primárias: vermelho, verde e azul; e das cores-luz secundárias: amarelo = vermelho + verde, ciano = verde + azul e magenta = vermelho + azul. Na situação descrita, qual deve ser o filtro utilizado para que a fotografia apresente as cores naturais dos objetos?",A: Ciano.; B: Verde.; C: Amarelo.; D: Magenta.; E: Vermelho.,2.1268,D
51,"Para impedir a contaminação microbiana do suprimento de água, deve-se eliminar as emissões de efluentes e, quando necessário, tratá-lo com desinfetante. O ácido hipocloroso (HClO), produzido pela reação entre cloro e água, é um dos compostos mais empregados como desinfetante. Contudo, ele não atua somente como oxidante, mas também como um ativo agente de cloração. A presença de matéria orgânica dissolvida no suprimento de água clorada pode levar à formação de clorofórmio (CHCl3) e outras espécies orgânicas cloradas tóxicas. Visando eliminar da água o clorofórmio e outras moléculas orgânicas, o tratamento adequado é a","A: filtração, com o uso de filtros de carvão ativo.; B: fluoretação, pela adição de fluoreto de sódio.; C: coagulação, pela adição de sulfato de alumínio.; D: correção do pH, pela adição de carbonato de sódio.; E: floculação, em tanques de concreto com a água em movimento.",,A
52,"A talidomida é um sedativo leve e foi muito utilizado no tratamento de náuseas, comuns no início da gravidez. Quando foi lançada, era considerada segura para o uso de grávidas, sendo administrada como uma mistura racêmica composta pelos seus dois enantiômeros (R e S). Entretanto, não se sabia, na época, que o enantiômero S leva à malformação congênita, afetando principalmente o desenvolvimento normal dos braços e pernas do bebê. Essa malformação congênita ocorre porque esses enantiômeros",A: reagem entre si.; B: não podem ser separados.; C: não estão presentes em partes iguais.; D: interagem de maneira distinta com o organismo.; E: são estruturas com diferentes grupos funcionais.,0.78035,D
53,"Embora seja um conceito fundamental para a biologia, o termo “evolução” pode adquirir significados diferentes no senso comum. A ideia de que a espécie humana é o ápice do processo evolutivo é amplamente difundida, mas não é compartilhada por muitos cientistas. Para esses cientistas, a compreensão do processo citado baseia-se na ideia de que os seres vivos, ao longo do tempo, passam por",A: modificação de características.; B: incremento no tamanho corporal.; C: complexificação de seus sistemas.; D: melhoria de processos e estruturas.; E: especialização para uma determinada finalidade.,,A
54,"O biodiesel não é classificado como uma substância pura, mas como uma mistura de ésteres derivados dos ácidos graxos presentes em sua matéria-prima. As propriedades do biodiesel variam com a composição do óleo vegetal ou gordura animal que lhe deu origem, por exemplo, o teor de ésteres saturados é responsável pela maior estabilidade do biodiesel frente à oxidação, o que resulta em aumento da vida útil do biocombustível. O quadro ilustra o teor médio de ácidos graxos de algumas fontes oleaginosas. Qual das fontes oleaginosas apresentadas produziria um biodiesel de maior resistência à oxidação?",A: Milho.; B: Palma.; C: Canola.; D: Algodão.; E: Amendoim.,1.75228,B
55,"Uma pessoa, lendo o manual de uma ducha que acabou de adquirir para a sua casa, observa o gráfico, que relaciona a vazão na ducha com a pressão, medida em metros de coluna de água (mca). Nessa casa residem quatro pessoas. Cada uma delas toma um banho por dia, com duração média de 8 minutos, permanecendo o registro aberto com vazão máxima durante esse tempo. A ducha é instalada em um ponto seis metros abaixo do nível da lâmina de água, que se mantém constante dentro do reservatório. Ao final de 30 dias, esses banhos consumirão um volume de água, em litros, igual a",A: 69 120.; B: 17 280.; C: 11 520.; D: 8 640.; E: 2 880.,0.95877,C
