numero_questao,enunciado,alternativas,nu_param_B,gabarito
46,"Os métodos empregados nas análises químicas 
são ferramentas importantes para se conhecer a 
composição dos diversos materiais presentes no meio 
ambiente. É comum, na análise de metais presentes 
em amostras ambientais, como água de rio ou de 
mar, a adição de um ácido mineral forte, normalmente 
o ácido nítrico (HNO3), com a finalidade de impedir a
precipitação de compostos pouco solúveis desses 
metais ao longo do tempo.
Na ocorrência de precipitação, o resultado da análise 
pode ser subestimado, porque","A: ocorreu passagem de parte dos metais para uma fase 
sólida.; B: houve volatilização de compostos dos metais para a 
atmosfera.; C: os metais passaram a apresentar comportamento de 
não metais.; D: formou-se uma nova fase líquida, imiscível com a 
solução original.; E: os metais reagiram com as paredes do recipiente que 
contém a amostra.",1.30943,A
47,"O paclitaxel é um triterpeno poli-hidroxilado que foi 
originalmente isolado da casca de Taxus brevifolia, árvore 
de crescimento lento e em risco de extinção, mas agora 
é obtido por rota química semissintética. Esse fármaco 
é utilizado como agente quimioterápico no tratamento 
de tumores de ovário, mama e pulmão. Seu mecanismo 
de ação antitumoral envolve sua ligação à tubulina 
interferindo com a função dos microtúbulos.
KRETZER, I. F. Terapia antitumoral combinada de derivados do paclitaxel e 
etoposídeo associados à nanoemulsão lipídica rica em colesterol - LDE.
Disponível em: www.teses.usp.br. Acesso em: 29 fev. 2012 (adaptado).
De acordo com a ação antitumoral descrita, que função 
celular é diretamente afetada pelo paclitaxel?",A: Divisão celular.; B: Transporte passivo.; C: Equilíbrio osmótico.; D: Geração de energia.; E: Síntese de proteínas.,0.97925,A
48,"Para a instalação de um aparelho de ar-condicionado, 
é sugerido que ele seja colocado na parte superior da 
parede do cômodo, pois a maioria dos fluidos (líquidos
e gases), quando aquecidos, sofrem expansão, tendo 
sua densidade diminuída e sofrendo um deslocamento 
ascendente. Por sua vez, quando são resfriados, 
tornam-se mais densos e sofrem um deslocamento 
descendente.","A: sugestão apresentada no texto minimiza o consumo de 
energia, porque; A: diminui a umidade do ar dentro do cômodo.; B: aumenta a taxa de condução térmica para fora 
do cômodo.; C: torna mais fácil o escoamento da água para fora 
do cômodo.; D: facilita a circulação das correntes de ar frio e quente 
dentro do cômodo.; E: diminui a taxa de emissão de calor por parte do 
aparelho para dentro do cômodo.",0.3834,D
50,"Um jovem suspeita que não é filho biológico de 
seus pais, pois descobriu que o seu tipo sanguíneo é 
O Rh negativo, o de sua mãe é B Rh positivo e de 
seu pai é A Rh positivo. A condição genotípica que possibilita que ele seja 
realmente filho biológico de seus pais é que","A: o pai e a mãe sejam heterozigotos para o sistema 
sanguíneo ABO e para o fator Rh.; B: o pai e a mãe sejam heterozigotos para o sistema 
sanguíneo ABO e homozigotos para o fator Rh.; C: o pai seja homozigoto para as duas características e 
a mãe heterozigota para as duas características.; D: o pai seja homozigoto para as duas características e 
a mãe heterozigota para o sistema ABO e homozigota 
para o fator Rh.; E: o pai seja homozigoto para o sistema ABO e 
heterozigoto para o fator Rh e a mãe homozigota para 
as duas características.",0.98398,A
51,"Um cosmonauta russo estava a bordo da estação 
espacial MIR quando um de seus rádios de comunicação 
quebrou. Ele constatou que dois capacitores do rádio 
de 3 μF e 7 μF ligados em série estavam queimados. 
Em função da disponibilidade, foi preciso substituir os 
capacitores defeituosos por um único capacitor que 
cumpria a mesma função.
Qual foi a capacitância, medida em μF, do capacitor 
utilizado pelo cosmonauta?","A: 0,10; B: 0,50; C: 2,1; D: 10; E: 21",1.61285,C
52,"Em 1950, Erwin Chargaff e colaboradores estudavam 
a composição química do DNA e observaram que a 
quantidade de adenina (A) é igual à de timina (T), e a 
quantidade de guanina (G) é igual à de citosina (C) na 
grande maioria das duplas fitas de DNA. Em outras
palavras, esses cientistas descobriram que o total de 
purinas (A + G) e o total de pirimidinas (C + T) eram iguais. 
Um professor trabalhou esses conceitos em sala de aula 
e apresentou como exemplo uma fita simples de DNA
com 20 adeninas, 25 timinas, 30 guaninas e 25 citosinas.
Qual a quantidade de cada um dos nucleotídeos, quando 
considerada a dupla fita de DNA formada pela fita simples
exemplificada pelo professor?""",A: Adenina: 20; Timina: 25; Guanina: 25; Citosina: 30.; B: Adenina: 25; Timina: 20; Guanina: 45; Citosina: 45.; C: Adenina: 45; Timina: 45; Guanina: 55; Citosina: 55.; D: Adenina: 50; Timina: 50; Guanina: 50; Citosina: 50.; E: Adenina: 55; Timina: 55; Guanina: 45; Citosina: 45.,1.08639,C
53,"Num dia em que a temperatura ambiente é de 37 °C, uma pessoa, com essa mesma temperatura corporal, repousa 
à sombra. Para regular sua temperatura corporal e mantê-la constante, a pessoa libera calor através da evaporação 
do suor. Considere que a potência necessária para manter seu metabolismo é 120 W e que, nessas condições, 20% 
dessa energia é dissipada pelo suor, cujo calor de vaporização é igual ao da água (540 cal/g). Utilize 1 cal igual a 4 J.
Após duas horas nessa situação, que quantidade de água essa pessoa deve ingerir para repor a perda pela transpiração?","A: 0,08 g; B: 0,44 g; C: 1,30 g; D: 1,80 g; E: 80,0 g",1.82841,E
54,"Suponha que um pesticida lipossolúvel que se acumula no organismo após ser ingerido tenha sido utilizado 
durante anos na região do Pantanal, ambiente que tem uma de suas cadeias alimentares representadas no esquema:
PLÂNCTON ĺ PULGA-D’ÁGUA ĺ LAMBARI ĺ PIRANHA ĺ TUIUIÚ
Um pesquisador avaliou a concentração do pesticida nos tecidos de lambaris da região e obteve um resultado de 
6,1 partes por milhão (ppm).
Qual será o resultado compatível com a concentração do pesticida (em ppm) nos tecidos dos outros componentes da 
cadeia alimentar?","A: PLÂNCTON PULGA-D’ÁGUA PIRANHA TUIUIÚ 
15,1 10,3 4,3 1,2; B: PLÂNCTON PULGA-D’ÁGUA PIRANHA TUIUIÚ
6,1 6,1 6,1 6,1; C: PLÂNCTON PULGA-D’ÁGUA PIRANHA TUIUIÚ
2,1 4,3 10,4 14,3; D:  PLÂNCTON PULGA-D’ÁGUA PIRANHA TUIUIÚ
2,1 3,9 4,1 2,3; E: PLÂNCTON PULGA-D’ÁGUA PIRANHA TUIUIÚ
8,8 5,8 5,3 9,6",1.18942,C
55,"A sombra do cedro vem se encostar no cocho. Primo 
Ribeiro levantou os ombros; começa a tremer. Com muito 
atraso. Mas ele tem no baço duas colmeias de bichinhos 
maldosos, que não se misturam, soltando enxames no 
sangue em dias alternados. E assim nunca precisa de 
passar um dia sem tremer.
ROSA, J. G. Sagarana. Rio de Janeiro: Nova Fronteira, 1984.
O texto de João Guimarães Rosa descreve as 
manifestações das crises paroxísticas da malária em 
seu personagem. Essas se caracterizam por febre alta, 
calafrios, sudorese intensa e tremores, com intervalos de 
48 h ou 72 h, dependendo da espécie de Plasmodium.
Essas crises periódicas ocorrem em razão da","A: lise das hemácias, liberando merozoítos e substâncias 
denominadas hemozoínas.; B: invasão das hemácias por merozoítos com maturação 
até a forma esquizonte.; C: reprodução assexuada dos esporozoítos no fígado do 
indivíduo infectado.; D: liberação de merozoítos dos hepatócitos para a 
corrente sanguínea.; E: formação de gametócitos dentro das hemácias.",1.60016,A
56,"O soro fisiológico é uma solução aquosa de 
cloreto de sódio (NaCl) comumente utilizada para 
higienização ocular, nasal, de ferimentos e de lentes 
de contato. Sua concentração é 0,90% em massa e 
densidade igual a 1,00 g/mL.
Qual massa de NaCl, em grama, deverá ser adicionada à 
água para preparar 500 mL desse soro?","A: 0,45; B: 0,90; C: 4,50; D: 9,00; E: 45,00",1.22283,C
57,"Um eletricista deve instalar um chuveiro que 
tem as especificações 220 V — 4 400 W a 6 800 W. 
Para a instalação de chuveiros, recomenda-se uma 
rede própria, com fios de diâmetro adequado e um 
disjuntor dimensionado à potência e à corrente elétrica 
previstas, com uma margem de tolerância próxima 
de 10%. Os disjuntores são dispositivos de segurança 
utilizados para proteger as instalações elétricas de 
curtos-circuitos e sobrecargas elétricas e devem 
desarmar sempre que houver passagem de corrente 
elétrica superior à permitida no dispositivo.
Para fazer uma instalação segura desse chuveiro, o valor 
da corrente máxima do disjuntor deve ser",A: 20 A.; B: 25 A.; C: 30 A.; D: 35 A.; E: 40 A.,1.92118,D
58,"Suponha que uma doença desconhecida esteja 
dizimando um rebanho bovino de uma cidade e alguns 
veterinários tenham conseguido isolar o agente causador 
da doença, verificando que se trata de um ser unicelular
e procarionte.
Para combater a doença, os veterinários devem 
administrar, nos bovinos contaminados,",A: vacinas.; B: antivirais.; C: fungicidas.; D: vermífugos.; E: antibióticos.,0.94708,E
59,"As sacolas plásticas são utilizadas em grande 
quantidade no Brasil por serem práticas, leves e de 
baixo custo. Porém, o tempo necessário para que 
sofram degradação nas condições do meio é de, no 
mínimo, 100 anos. Com o intuito de reduzir o impacto 
ambiental desses produtos, as sacolas biodegradáveis 
foram introduzidas no mercado. Essas sacolas são 
confeccionadas de um material polimérico que confere a 
elas uma característica que as torna biodegradáveis.","A: qual característica das sacolas biodegradáveis o texto 
faz referência?; A: Elevada massa molecular do polímero.; B: Espessura final do material que as constitui; C: Baixa resistência aos líquidos nas condições de uso.; D: Baixa resistência ao ataque por microrganismos em 
condições adequadas.; E: Ausência de anéis aromáticos na estrutura do 
polímero usado na confecção das sacolas.",0.88055,D
60,"Os ráficos representam a concentração na atmosfera, em partes por milhão (ppm), bilhão (ppb) ou trilhão (ppt),
dos cinco gases responsáveis por 97% do efeito estufa durante o período de 1978 a 2010.
380
360
340
1978 1982 1986 1990 1994 1998 2002 2006 2010
Dióxido de carbono
(ppm)
320
310
300
1978 1982 1986 1990 1994 1998 2002 2006 2010
Óxido nitroso
(ppb)
500
300
100
1978 1982 1986 1990 1994 1998 2002 2006 2010
(ppt)
1800
1700
1600
1978 1982 1986 1990 1994 1998 2002 2006 2010
Metano
(ppb)
CFC-12
CFC-11
Disponível em: www.esrl.noaa.gov. Acesso em: 6 ago. 2012 (adaptado).
Qual gás teve o maior aumento percentual de concentração na atmosfera nas últimas duas décadas?",A: CO2; B: CH4; C: N2O; D: CFC-12; E: CFC-11,1.73658,X
61,"O eletrocardiograma, exame utilizado para avaliar 
o estado do coração de um paciente, trata-se do 
registro da atividade elétrica do coração ao longo de 
um certo intervalo de tempo. A figura representa o
eletrocardiograma de um paciente adulto, descansado, 
não fumante, em um ambiente com temperatura 
agradável. Nessas condições, é considerado normal um 
ritmo cardíaco entre 60 e 100 batimentos por minuto.
5
3
1
Tensão (mV)
Tempo (s)
Com base no eletrocardiograma apresentado, identifica-se
que a frequência cardíaca do paciente é",A: normal.; B: acima do valor ideal.; C: abaixo do valor ideal.; D: próxima do limite inferior.; E: próxima do limite superior.,1.14184,C
62,"A modernização da agricultura, também conhecida 
como Revolução Verde, ficou marcada pela expansão da
agricultura nacional. No entanto, trouxe consequências 
como o empobrecimento do solo, o aumento da erosão 
e dos custos de produção, entre outras. Atualmente, a 
preocupação com a agricultura sustentável tem suscitado 
práticas como a adubação verde, que consiste na 
incorporação ao solo de fitomassa de espécies vegetais
distintas, sendo as mais difundidas as leguminosas.
ANUNCIAÇÃO, G. C. F. Disponível em: www.muz.ifsuldeminas.edu.br.
 Acesso em: 20 dez. 2012 (adaptado).","A: utilização de leguminosas nessa prática de cultivo visa 
reduzir a; A: utilização de agrotóxicos.; B: atividade biológica do solo.; C: necessidade do uso de fertilizantes.; D: decomposição da matéria orgânica.; E: capacidade de armazenamento de água no solo.",0.77519,C
63,"Nos anos 1990, verificou-se que o rio Potomac,
situado no estado norte-americano de Maryland, tinha, 
em parte de seu curso, águas extremamente ácidas por 
receber um efluente de uma mina de carvão desativada, o
qual continha ácido sulfúrico (H2SO4). Essa água, embora 
límpida, era desprovida de vida. Alguns quilômetros 
adiante, instalou-se uma fábrica de papel e celulose 
que emprega hidróxido de sódio (NaOH) e carbonato de 
sódio (Na2CO3) em seus processos. Em pouco tempo, 
observou-se que, a partir do ponto em que a fábrica lança 
seus rejeitos no rio, a vida aquática voltou a florecer.
HARRIS, D. C. Análise química quantitativa. Rio de Janeiro: 
A explicação para o retorno da vida aquática nesse rio é a","A: diluição das águas do rio pelo novo efluente lançado
nele.; B: precipitação do íon sulfato na presença do efluente
da nova fábrica.; C: biodegradação do ácido sulfúrico em contato com o 
novo efluente descartado; D: diminuição da acidez das águas do rio pelo eflluente
da fábrica de papel e celulose.; E: volatilização do ácido sulfúrico após contato com o 
novo efluente introduzido no rio",0.53948,D
64,"O motor de combustão interna, utilizado no transporte 
de pessoas e cargas, é uma máquina térmica cujo ciclo 
consiste em quatro etapas: admissão, compressão, 
explosão/expansão e escape. Essas etapas estão 
representadas no diagrama da pressão em função do 
volume. Nos motores a gasolina, a mistura ar/combustível 
entra em combustão por uma centelha elétrica.
C
E
B
A
D
P
V
Para o motor descrito, em qual ponto do ciclo é produzida 
a centelha elétrica?",A: A; B: B; C: C; D: D; E: E,2.5653,C
65,"Utensílios de uso cotidiano e ferramentas que 
contêm ferro em sua liga metálica tendem a sofrer 
processo corrosivo e enferrujar. A corrosão é um 
processo eletroquímico e, no caso do ferro, ocorre a 
precipitação do óxido de ferro(III) hidratado, substância 
marrom pouco solúvel, conhecida como ferrugem. Esse 
processo corrosivo é, de maneira geral, representado 
pela equação química:
4 Fe (s) + 3 O2 (g) + 2 H2O (l) → 2 Fe2 O3 H2 O (s)
Ferrugem.
Uma forma de impedir o processo corrosivo nesses 
utensílios é","A: renovar sua superfície, polindo-a semanalmente.; B: evitar o contato do utensílio com o calor, isolando-o 
termicamente.; C: impermeabilizar a superfície, isolando-a de seu 
contato com o ar úmido.; D: esterilizar frequentemente os utensílios, impedindo a 
proliferação de bactérias.; E: guardar os utensílios em embalagens, isolando-os do 
contato com outros objetos.",-0.07732,C
66,"A descoberta de organismos extremófilos foi
uma surpresa para os pesquisadores. Alguns desses 
organismos, chamados de acidófilos, são capazes de
de sobreviver em ambientes extremamente ácidos.
Uma característica desses organismos é a capacidade 
de produzir membranas celulares compostas de lipídeos 
feitos de éteres em vez dos ésteres de glicerol, comuns 
nos outros seres vivos (mesófilos), o que preserva 
a membrana celular desses organismos mesmo em 
condições extremas de acidez.
A degradação das membranas celulares de organismos
não extremófilos em meio ácido é classificada",A: hidrólise.; B: termólise.; C: eterificação; D: condensação.; E: saponificação,2.23393,A
67,"Nas rodovias, é comum motoristas terem a 
visão ofuscada ao receberem a luz refletida na água
empoçada no asfalto. Sabe-se que essa luz adquire 
polarização horizontal. Para solucionar esse problema, 
há a possibilidade de o motorista utilizar óculos de lentes 
constituídas por filtros polarizadores. As linhas nas lentes 
dos óculos representam o eixo de polarização dessas 
lentes.
Quais são as lentes que solucionam o problema descrito?",A: ;B: ; C:; D: ; E:,1.51117,A
68,"Companheira viajante
Suavemente revelada? Bem no interior de nossas 
células, uma clandestina e estranha alma existe. 
Silenciosamente, ela trama e aparece cumprindo seus 
afazeres domésticos cotidianos, descobrindo seu nicho 
especial em nossa fogosa cozinha metabólica, mantendo 
entropia em apuros, em ciclos variáveis noturnos e 
diurnos. Contudo, raramente ela nos acende, apesar 
de sua fornalha consumi-la. Sua origem? Microbiana, 
supomos. Julga-se adaptada às células eucariontes, 
considerando-se como escrava — uma serva a serviço 
de nossa verdadeira evolução.
McMURRAY, W. C. The traveler. Trends in Biochemical Sciences, 1994 (adaptado).
A organela celular descrita de forma poética no texto é o(a)",A: centríolo.; B: lisossomo.; C: mitocôndria.; D: complexo golgiense.; E: retículo endoplasmático liso.,0.65749,C
69,"Até 1824 acreditava-se que as máquinas térmicas, 
cujos exemplos são as máquinas a vapor e os atuais 
motores a combustão, poderiam ter um funcionamento 
ideal. Sadi Carnot demonstrou a impossibilidade de 
uma máquina térmica, funcionando em ciclos entre 
duas fontes térmicas (uma quente e outra fria), obter 
100% de rendimento.
Tal limitação ocorre porque essas máquinas",A: realizam trabalho mecânico.; B: produzem aumento da entropia.; C: utilizam transformações adiabáticas.; D: contrariam a lei da conservação de energia.; E: funcionam com temperatura igual à da fonte quente.,2.39204,B
70,"Em uma aula de biologia sobre formação vegetal 
brasileira, a professora destacou que, em uma 
região, a flora convive com condições ambientais 
curiosas. As características dessas plantas não 
estão relacionadas com a falta de água, mas com 
as condições do solo, que é pobre em sais minerais, 
ácido e rico em alumínio. Além disso, essas plantas 
possuem adaptações ao fogo.
As características adaptativas das plantas que 
correspondem à região destacada pela professora são:",A: Raízes escoras e respiratórias.; B: Raízes tabulares e folhas largas.; C: Casca grossa e galhos retorcidos.; D: Raízes aéreas e perpendiculares ao solo.; E: Folhas reduzidas ou modificadas em espinhos,1.47985,C
71,"Em Bangladesh, mais da metade dos poços artesianos 
cuja água serve à população local está contaminada com 
arsênio proveniente de minerais naturais e de pesticidas. 
O arsênio apresenta efeitos tóxicos cumulativos. A ONU 
desenvolveu um kit para tratamento dessa água a fim
de torná-la segura para o consumo humano. O princípio 
desse kit é a remoção do arsênio por meio de uma reação 
de precipitação com sais de ferro(III) que origina um 
sólido volumoso de textura gelatinosa.
Disponível em: http://tc.iaea.org. Acesso em: 11 dez. 2012 (adaptado).
Com o uso desse kit, a população local pode remover o 
elemento tóxico por meio de",A: fervura.; B: ¿OWUDomR; C: destilação.; D: calcinação.; E: evaporação.,0.97589,B
72,"Nos dias frios, é comum ouvir expressões como: 
“Esta roupa é quentinha” ou então “Feche a janela 
para o frio não entrar”. As expressões do senso comum 
utilizadas estão em desacordo com o conceito de calor da 
termodinâmica. A roupa não é “quentinha”, muito menos 
o frio “entra” pela janela.
A utilização das expressões “roupa é quentinha” e “para o 
frio não entrar” é inadequada, pois o(a)","A: roupa absorve a temperatura do corpo da pessoa, e 
o frio não entra pela janela, o calor é que sai por ela.; B: roupa não fornece calor por ser um isolante térmico, 
e o frio não entra pela janela, pois é a temperatura da 
sala que sai por ela.; C: roupa não é uma fonte de temperatura, e o frio não 
pode entrar pela janela, pois o calor está contido na 
sala, logo o calor é que sai por ela.; D: calor não está contido num corpo, sendo uma 
forma de energia em trânsito de um corpo de maior 
temperatura para outro de menor temperatura.; E: calor está contido no corpo da pessoa, e não na 
roupa, sendo uma forma de temperatura em trânsito 
de um corpo mais quente para um corpo mais frio.",1.53564,D
73,"No dia 27 de junho de 2011, o asteroide 2011 MD, com 
cerca de 10 m de diâmetro, passou a 12 mil quilômetros 
do planeta Terra, uma distância menor do que a órbita 
de um satélite. A trajetória do asteroide é apresentada 
na figura
2011 MD
29/junho
28/junho
27/junho
26/junho
Lua
Terra
Plano da
órbita da Lua
A explicação física para a trajetória descrita é o fato de o 
asteroide","A: deslocar-se em um local onde a resistência do ar é 
nula.; B: deslocar-se em um ambiente onde não há interação 
gravitacional.; C: sofrer a ação de uma força resultante no mesmo 
sentido de sua velocidade.; D: sofrer a ação de uma força gravitacional resultante no 
sentido contrário ao de sua velocidade.; E: estar sob a ação de uma força resultante cuja direção 
é diferente da direção de sua velocidade.",1.4646,E
74,"Darwin, em viagem às Ilhas Galápagos, observou que 
os tentilhões apresentavam bicos com formatos diferentes 
em cada ilha, de acordo com o tipo de alimentação 
disponível. Lamarck, ao explicar que o pescoço da girafa 
teria esticado para colher folhas e frutos no alto das 
árvores, elaborou ideias importantes sobre a evolução 
dos seres vivos.
O texto aponta que uma ideia comum às teorias da 
evolução, propostas por Darwin e por Lamarck, refere-se 
à interação entre os organismos e seus ambientes, que é 
denominada de",A: mutação.; B: adaptação.; C: seleção natural.; D: recombinação gênica.; E: variabilidade genética.,0.42597,B
75,"A obtenção do alumínio dá-se a partir da 
bauxita (Al2O3 3H2O), que é purificada e eletrolisada
numa temperatura de 1 000 °C. Na célula eletrolítica, o 
ânodo é formado por barras de grafite ou carvão, que são
consumidas no processo de eletrólise, com formação de 
gás carbônico, e o cátodo é uma caixa de aço coberta 
de grafita.
A etapa de obtenção do alumínio ocorre no","A: ânodo, com formação de gás carbônico.; B: cátodo, com redução do carvão na caixa de aço.; C: cátodo, com oxidação do alumínio na caixa de aço.; D: ânodo, com depósito de alumínio nas barras de 
JUD¿WD; E: cátodo, com fluxo de elétrons das barras de grafita
para a caixa de aço.",2.04582,E
